# AM1.5G global tilt photon flux derived from ASTM G-173-03 reference spectrum.
# Source: pvlib.spectrum.get_reference_spectra() (NREL ASTM G-173 mirror).
# Column 1: wavelength [nm].  Column 2: photon flux [photons/m^2/s/m].
# Conversion: Phi(lam) = E(lam) [W/m^2/nm] * 1e9 [nm/m] * lam [m] / (h*c).
# Range: 280-1500 nm at native ASTM sampling.
# wavelength_nm,spectral_flux_m-2_s-1_m-1
9.530000e+02,1.648521e+27
9.540000e+02,2.036808e+27
9.550000e+02,1.640203e+27
9.560000e+02,1.579549e+27
9.570000e+02,1.303993e+27
9.580000e+02,2.223305e+27
9.590000e+02,1.804842e+27
9.600000e+02,2.032945e+27
9.610000e+02,2.231187e+27
9.620000e+02,2.139267e+27
9.630000e+02,2.448312e+27
9.640000e+02,2.225535e+27
9.650000e+02,2.447130e+27
9.660000e+02,2.444851e+27
9.670000e+02,2.445679e+27
9.680000e+02,3.177699e+27
9.690000e+02,3.347422e+27
9.700000e+02,3.098860e+27
9.710000e+02,3.489976e+27
9.720000e+02,3.364782e+27
9.730000e+02,2.970658e+27
9.740000e+02,2.820779e+27
9.750000e+02,2.895237e+27
9.760000e+02,2.809964e+27
9.770000e+02,3.141043e+27
9.780000e+02,3.028313e+27
9.790000e+02,3.145059e+27
9.800000e+02,2.983149e+27
9.810000e+02,3.523005e+27
9.820000e+02,3.421794e+27
9.830000e+02,3.308839e+27
9.840000e+02,3.652367e+27
9.850000e+02,3.412363e+27
9.860000e+02,3.726849e+27
9.870000e+02,3.673241e+27
9.880000e+02,3.653785e+27
9.890000e+02,3.729376e+27
9.900000e+02,3.649469e+27
9.910000e+02,3.759467e+27
9.920000e+02,3.750476e+27
9.930000e+02,3.685573e+27
9.940000e+02,3.773450e+27
9.950000e+02,3.765525e+27
9.960000e+02,3.754669e+27
9.970000e+02,3.712615e+27
9.980000e+02,3.712119e+27
9.990000e+02,3.714329e+27
1.000000e+03,3.701687e+27
1.001000e+03,3.751245e+27
1.002000e+03,3.672419e+27
1.003000e+03,3.708247e+27
1.004000e+03,3.656044e+27
1.005000e+03,3.449118e+27
1.006000e+03,3.608430e+27
1.007000e+03,3.688108e+27
1.008000e+03,3.688320e+27
1.009000e+03,3.655763e+27
1.010000e+03,3.656437e+27
1.011000e+03,3.678583e+27
1.012000e+03,3.661792e+27
1.013000e+03,3.659495e+27
1.014000e+03,3.678779e+27
1.015000e+03,3.618485e+27
1.016000e+03,3.638008e+27
1.017000e+03,3.601041e+27
1.018000e+03,3.660185e+27
1.019000e+03,3.533279e+27
1.020000e+03,3.589019e+27
1.021000e+03,3.606878e+27
1.022000e+03,3.548415e+27
1.023000e+03,3.579593e+27
1.024000e+03,3.559895e+27
1.025000e+03,3.599234e+27
1.026000e+03,3.596702e+27
1.027000e+03,3.583095e+27
1.028000e+03,3.590724e+27
1.029000e+03,3.555003e+27
1.030000e+03,3.580598e+27
1.031000e+03,3.567518e+27
1.032000e+03,3.573628e+27
1.033000e+03,3.516040e+27
1.034000e+03,3.540369e+27
1.035000e+03,3.555203e+27
1.036000e+03,3.556969e+27
1.037000e+03,3.523599e+27
1.038000e+03,3.510014e+27
1.039000e+03,3.537665e+27
1.040000e+03,3.516673e+27
1.041000e+03,3.520369e+27
1.042000e+03,3.525009e+27
1.043000e+03,3.492951e+27
1.044000e+03,3.512487e+27
1.045000e+03,3.495808e+27
1.046000e+03,3.407636e+27
1.047000e+03,3.462547e+27
1.048000e+03,3.496453e+27
1.049000e+03,3.479828e+27
1.050000e+03,3.460258e+27
1.051000e+03,3.466622e+27
1.052000e+03,3.448578e+27
1.053000e+03,3.441307e+27
1.054000e+03,3.430090e+27
1.055000e+03,3.444020e+27
1.056000e+03,3.436333e+27
1.057000e+03,3.431127e+27
1.058000e+03,3.399008e+27
1.059000e+03,3.298636e+27
1.060000e+03,3.393000e+27
1.061000e+03,3.318005e+27
1.062000e+03,3.382347e+27
1.063000e+03,3.330574e+27
1.064000e+03,3.384967e+27
1.065000e+03,3.372976e+27
1.066000e+03,3.311747e+27
1.067000e+03,3.331988e+27
1.068000e+03,3.330380e+27
1.069000e+03,3.154941e+27
1.070000e+03,3.257166e+27
1.071000e+03,3.324477e+27
1.072000e+03,3.320835e+27
1.073000e+03,3.260572e+27
1.074000e+03,3.360660e+27
1.075000e+03,3.206526e+27
1.076000e+03,3.329705e+27
1.077000e+03,3.276576e+27
1.078000e+03,3.273487e+27
1.079000e+03,3.284834e+27
1.080000e+03,3.246993e+27
1.081000e+03,3.160807e+27
1.082000e+03,3.210411e+27
1.083000e+03,3.261028e+27
1.084000e+03,3.156973e+27
1.085000e+03,3.240614e+27
1.086000e+03,3.029293e+27
1.087000e+03,3.102508e+27
1.088000e+03,3.248863e+27
1.089000e+03,3.175208e+27
1.090000e+03,3.049394e+27
1.091000e+03,3.231348e+27
1.092000e+03,3.195225e+27
1.093000e+03,2.809359e+27
1.094000e+03,2.972027e+27
1.095000e+03,2.870119e+27
1.096000e+03,2.776517e+27
1.097000e+03,3.194834e+27
1.098000e+03,2.779815e+27
1.099000e+03,2.808958e+27
1.100000e+03,2.689965e+27
1.101000e+03,2.754432e+27
1.102000e+03,2.600880e+27
1.103000e+03,2.589580e+27
1.104000e+03,2.599042e+27
1.105000e+03,2.817173e+27
1.106000e+03,2.215512e+27
1.107000e+03,2.691869e+27
1.108000e+03,2.318413e+27
1.109000e+03,2.304483e+27
1.110000e+03,2.676534e+27
1.111000e+03,1.854271e+27
1.112000e+03,2.315139e+27
1.113000e+03,1.504398e+27
1.114000e+03,1.681561e+27
1.115000e+03,1.402530e+27
1.116000e+03,1.131255e+27
1.117000e+03,4.477006e+26
1.118000e+03,1.224290e+27
1.119000e+03,6.375066e+26
1.120000e+03,8.000057e+26
1.121000e+03,1.048853e+27
1.122000e+03,4.613853e+26
1.123000e+03,7.245851e+26
1.124000e+03,6.150623e+26
1.125000e+03,8.171126e+26
1.126000e+03,2.924279e+26
1.127000e+03,8.921499e+26
1.128000e+03,5.634418e+26
1.129000e+03,6.019413e+26
1.130000e+03,4.014638e+26
1.131000e+03,1.683024e+27
1.132000e+03,1.334104e+27
1.133000e+03,8.744272e+26
1.134000e+03,2.382806e+26
1.135000e+03,8.834557e+25
1.136000e+03,7.363471e+26
1.137000e+03,1.647593e+27
1.138000e+03,1.164613e+27
1.139000e+03,1.711557e+27
1.140000e+03,1.469099e+27
1.141000e+03,1.110703e+27
1.142000e+03,1.292309e+27
1.143000e+03,1.794268e+27
1.144000e+03,6.522677e+26
1.145000e+03,8.417838e+26
1.146000e+03,9.094405e+26
1.147000e+03,3.416900e+26
1.148000e+03,1.566905e+27
1.149000e+03,1.264079e+27
1.150000e+03,7.042024e+26
1.151000e+03,1.178554e+27
1.152000e+03,1.436023e+27
1.153000e+03,1.382129e+27
1.154000e+03,8.277191e+26
1.155000e+03,1.820839e+27
1.156000e+03,1.634680e+27
1.157000e+03,1.832263e+27
1.158000e+03,1.817116e+27
1.159000e+03,1.965832e+27
1.160000e+03,1.672922e+27
1.161000e+03,2.031177e+27
1.162000e+03,2.047492e+27
1.163000e+03,2.743326e+27
1.164000e+03,2.354901e+27
1.165000e+03,2.279040e+27
1.166000e+03,2.200815e+27
1.167000e+03,2.408439e+27
1.168000e+03,2.466831e+27
1.169000e+03,2.489894e+27
1.170000e+03,2.701881e+27
1.171000e+03,2.642765e+27
1.172000e+03,2.683490e+27
1.173000e+03,2.695169e+27
1.174000e+03,1.991215e+27
1.175000e+03,2.675985e+27
1.176000e+03,2.822655e+27
1.177000e+03,2.798747e+27
1.178000e+03,2.134868e+27
1.179000e+03,2.870927e+27
1.180000e+03,2.617812e+27
1.181000e+03,2.705940e+27
1.182000e+03,1.923026e+27
1.183000e+03,2.612616e+27
1.184000e+03,2.502471e+27
1.185000e+03,2.430375e+27
1.186000e+03,2.848806e+27
1.187000e+03,2.723332e+27
1.188000e+03,2.003717e+27
1.189000e+03,2.488139e+27
1.190000e+03,2.769993e+27
1.191000e+03,2.677650e+27
1.192000e+03,2.840476e+27
1.193000e+03,2.728630e+27
1.194000e+03,2.818434e+27
1.195000e+03,2.688808e+27
1.196000e+03,2.596833e+27
1.197000e+03,2.875228e+27
1.198000e+03,2.616916e+27
1.199000e+03,2.202442e+27
1.200000e+03,2.707851e+27
1.201000e+03,2.642574e+27
1.202000e+03,2.645319e+27
1.203000e+03,2.628867e+27
1.204000e+03,2.196958e+27
1.205000e+03,2.650405e+27
1.206000e+03,2.919371e+27
1.207000e+03,2.611906e+27
1.208000e+03,2.635963e+27
1.209000e+03,2.521410e+27
1.210000e+03,2.761543e+27
1.211000e+03,2.574596e+27
1.212000e+03,2.592402e+27
1.213000e+03,2.867313e+27
1.214000e+03,2.652783e+27
1.215000e+03,2.616618e+27
1.216000e+03,2.855061e+27
1.217000e+03,2.789282e+27
1.218000e+03,2.816468e+27
1.219000e+03,2.740784e+27
1.220000e+03,2.813170e+27
1.221000e+03,2.860101e+27
1.222000e+03,2.776812e+27
1.223000e+03,2.733955e+27
1.224000e+03,2.760961e+27
1.225000e+03,2.851278e+27
1.226000e+03,2.889588e+27
1.227000e+03,2.674828e+27
1.228000e+03,2.884349e+27
1.229000e+03,2.890595e+27
1.230000e+03,2.848489e+27
1.231000e+03,2.925169e+27
1.232000e+03,2.892193e+27
1.233000e+03,2.817822e+27
1.234000e+03,2.920681e+27
1.235000e+03,2.891216e+27
1.236000e+03,2.918695e+27
1.237000e+03,2.885623e+27
1.238000e+03,2.916500e+27
1.239000e+03,2.886110e+27
1.240000e+03,2.876267e+27
1.241000e+03,2.886083e+27
1.242000e+03,2.891535e+27
1.243000e+03,2.863014e+27
1.244000e+03,2.851164e+27
1.245000e+03,2.861416e+27
1.246000e+03,2.881904e+27
1.247000e+03,2.871725e+27
1.248000e+03,2.881190e+27
1.249000e+03,2.890164e+27
1.250000e+03,2.876054e+27
1.251000e+03,2.850204e+27
1.252000e+03,2.842335e+27
1.253000e+03,2.824168e+27
1.254000e+03,2.800540e+27
1.255000e+03,2.847440e+27
1.256000e+03,2.783508e+27
1.257000e+03,2.754655e+27
1.258000e+03,2.817895e+27
1.259000e+03,2.707890e+27
1.260000e+03,2.734462e+27
1.261000e+03,2.611957e+27
1.262000e+03,2.513713e+27
1.263000e+03,2.544444e+27
1.264000e+03,2.363773e+27
1.265000e+03,2.519880e+27
1.266000e+03,2.455400e+27
1.267000e+03,2.476155e+27
1.268000e+03,2.365062e+27
1.269000e+03,1.574842e+27
1.270000e+03,2.477031e+27
1.271000e+03,2.612131e+27
1.272000e+03,2.617644e+27
1.273000e+03,2.603425e+27
1.274000e+03,2.604764e+27
1.275000e+03,2.646540e+27
1.276000e+03,2.678164e+27
1.277000e+03,2.700062e+27
1.278000e+03,2.751201e+27
1.279000e+03,2.733587e+27
1.280000e+03,2.719486e+27
1.281000e+03,2.665572e+27
1.282000e+03,2.407567e+27
1.283000e+03,2.630851e+27
1.284000e+03,2.719840e+27
1.285000e+03,2.742723e+27
1.286000e+03,2.765251e+27
1.287000e+03,2.734941e+27
1.288000e+03,2.722542e+27
1.289000e+03,2.656327e+27
1.290000e+03,2.681052e+27
1.291000e+03,2.715691e+27
1.292000e+03,2.576786e+27
1.293000e+03,2.685465e+27
1.294000e+03,2.633083e+27
1.295000e+03,2.641181e+27
1.296000e+03,2.541638e+27
1.297000e+03,2.424310e+27
1.298000e+03,2.560328e+27
1.299000e+03,2.671442e+27
1.300000e+03,2.310941e+27
1.301000e+03,2.372711e+27
1.302000e+03,2.568087e+27
1.303000e+03,2.270949e+27
1.304000e+03,1.973416e+27
1.305000e+03,2.521514e+27
1.306000e+03,2.528114e+27
1.307000e+03,2.012960e+27
1.308000e+03,2.284601e+27
1.309000e+03,2.531286e+27
1.310000e+03,1.985926e+27
1.311000e+03,2.202065e+27
1.312000e+03,2.201829e+27
1.313000e+03,2.072303e+27
1.314000e+03,1.907254e+27
1.315000e+03,1.892023e+27
1.316000e+03,2.147725e+27
1.317000e+03,2.069666e+27
1.318000e+03,2.211301e+27
1.319000e+03,1.783172e+27
1.320000e+03,1.719203e+27
1.321000e+03,1.986109e+27
1.322000e+03,2.010972e+27
1.323000e+03,1.550413e+27
1.324000e+03,1.749541e+27
1.325000e+03,2.149407e+27
1.326000e+03,1.872471e+27
1.327000e+03,1.778623e+27
1.328000e+03,1.567704e+27
1.329000e+03,1.188138e+27
1.330000e+03,1.534781e+27
1.331000e+03,9.702192e+26
1.332000e+03,9.775866e+26
1.333000e+03,1.362495e+27
1.334000e+03,1.136600e+27
1.335000e+03,1.553589e+27
1.336000e+03,1.234009e+27
1.337000e+03,1.107455e+27
1.338000e+03,1.199215e+27
1.339000e+03,1.191820e+27
1.340000e+03,1.135371e+27
1.341000e+03,1.150260e+27
1.342000e+03,1.202395e+27
1.343000e+03,8.593676e+26
1.344000e+03,5.118029e+26
1.345000e+03,7.382975e+26
1.346000e+03,3.942637e+26
1.347000e+03,4.076642e+26
1.348000e+03,3.220020e+25
1.349000e+03,1.097361e+26
1.350000e+03,1.089068e+26
1.351000e+03,3.148769e+25
1.352000e+03,1.032081e+25
1.353000e+03,6.545252e+23
1.354000e+03,1.977310e+24
1.355000e+03,2.457961e+22
1.356000e+03,3.281384e+23
1.357000e+03,4.903914e+23
1.358000e+03,2.867704e+22
1.359000e+03,5.024230e+21
1.360000e+03,1.465403e+22
1.361000e+03,3.297800e+19
1.362000e+03,1.239375e+17
1.363000e+03,2.165696e+22
1.364000e+03,9.330934e+21
1.365000e+03,6.236911e+16
1.366000e+03,8.795863e+22
1.367000e+03,3.424578e+22
1.368000e+03,1.019916e+15
1.369000e+03,3.560738e+21
1.370000e+03,2.013848e+21
1.371000e+03,1.361789e+20
1.372000e+03,1.899234e+22
1.373000e+03,3.068927e+23
1.374000e+03,1.239297e+24
1.375000e+03,2.237992e+24
1.376000e+03,1.783550e+24
1.377000e+03,8.505538e+23
1.378000e+03,7.692453e+24
1.379000e+03,3.621249e+23
1.380000e+03,5.667915e+23
1.381000e+03,1.648764e+22
1.382000e+03,1.786039e+22
1.383000e+03,3.064544e+20
1.384000e+03,4.298007e+21
1.385000e+03,1.457131e+22
1.386000e+03,1.759323e+22
1.387000e+03,1.389202e+24
1.388000e+03,2.813248e+22
1.389000e+03,4.062438e+24
1.390000e+03,3.451688e+24
1.391000e+03,2.407725e+24
1.392000e+03,1.666521e+23
1.393000e+03,8.124711e+23
1.394000e+03,5.300081e+23
1.395000e+03,4.714688e+21
1.396000e+03,4.442514e+19
1.397000e+03,3.450012e+23
1.398000e+03,8.940688e+24
1.399000e+03,5.720527e+24
1.400000e+03,2.288127e+19
1.401000e+03,7.425185e+19
1.402000e+03,1.295324e+25
1.403000e+03,1.680962e+25
1.404000e+03,5.222612e+24
1.405000e+03,2.577660e+21
1.406000e+03,1.447303e+25
1.407000e+03,1.236480e+24
1.408000e+03,1.169030e+25
1.409000e+03,4.391958e+24
1.410000e+03,3.311479e+24
1.411000e+03,1.501746e+25
1.412000e+03,1.876273e+25
1.413000e+03,1.661147e+26
1.414000e+03,2.589474e+24
1.415000e+03,1.308261e+24
1.416000e+03,2.535183e+26
1.417000e+03,8.388098e+25
1.418000e+03,9.678926e+25
1.419000e+03,1.531690e+25
1.420000e+03,5.913051e+25
1.421000e+03,6.555234e+25
1.422000e+03,3.315394e+26
1.423000e+03,6.604648e+25
1.424000e+03,1.216867e+26
1.425000e+03,1.854380e+26
1.426000e+03,1.995090e+26
1.427000e+03,3.559228e+26
1.428000e+03,3.277193e+25
1.429000e+03,2.735065e+26
1.430000e+03,4.434525e+26
1.431000e+03,3.613148e+26
1.432000e+03,1.816199e+25
1.433000e+03,2.585025e+26
1.434000e+03,1.513231e+26
1.435000e+03,1.547083e+26
1.436000e+03,2.772390e+26
1.437000e+03,2.161527e+26
1.438000e+03,9.601165e+25
1.439000e+03,3.697313e+26
1.440000e+03,2.870727e+26
1.441000e+03,2.306824e+26
1.442000e+03,2.636322e+26
1.443000e+03,3.273480e+26
1.444000e+03,4.491751e+26
1.445000e+03,3.619036e+26
1.446000e+03,1.681162e+26
1.447000e+03,2.638033e+26
1.448000e+03,8.433108e+26
1.449000e+03,7.449806e+26
1.450000e+03,2.000930e+26
1.451000e+03,8.232905e+25
1.452000e+03,4.558301e+26
1.453000e+03,5.996339e+26
1.454000e+03,1.007105e+27
1.455000e+03,4.845249e+26
1.456000e+03,6.487421e+26
1.457000e+03,8.581608e+26
1.458000e+03,1.001361e+27
1.459000e+03,1.197713e+27
1.460000e+03,6.278281e+26
1.461000e+03,6.639659e+26
1.462000e+03,9.612001e+26
1.463000e+03,3.183483e+26
1.464000e+03,1.119053e+27
1.465000e+03,6.886978e+26
1.466000e+03,4.811548e+26
1.467000e+03,2.662606e+26
1.468000e+03,5.686078e+26
1.469000e+03,7.013899e+26
1.470000e+03,3.676247e+26
1.471000e+03,1.321678e+26
1.472000e+03,3.465834e+26
1.473000e+03,5.205360e+26
1.474000e+03,7.222834e+26
1.475000e+03,1.370937e+27
1.476000e+03,5.110450e+26
1.477000e+03,5.185144e+26
1.478000e+03,4.723181e+26
1.479000e+03,8.935295e+26
1.480000e+03,4.517755e+26
1.481000e+03,8.595477e+26
1.482000e+03,4.363682e+26
1.483000e+03,1.109313e+27
1.484000e+03,1.026987e+27
1.485000e+03,9.346822e+26
1.486000e+03,9.231180e+26
1.487000e+03,4.538524e+26
1.488000e+03,7.054803e+26
1.489000e+03,1.422178e+27
1.490000e+03,1.310996e+27
1.491000e+03,1.484511e+27
1.492000e+03,1.234867e+27
1.493000e+03,1.364669e+27
1.494000e+03,1.531796e+27
1.495000e+03,1.373722e+27
1.496000e+03,1.269131e+27
1.497000e+03,1.721993e+27
1.498000e+03,1.430397e+27
1.499000e+03,1.641965e+27
1.500000e+03,1.892400e+27
